项目名称,id,确权区域ID,初始日期,项目进展情况,填海情况,填海超面积情况,海域使用上报情况,动态监测情况,违法情况,用海调整情况,调整上报情况,调整上报审批情况,确权发证情况,受益方上报情况,受益方上报审批情况,relevance
项目名称124,124,85,2015-06-01,验收,未填海,正常,上报预警,未监测,违法,无调整,已上报,已通过,未发证,未上报,未通过,0.4460693597793579
项目名称1154,1154,826,2015-04-01,开工,填海,正常,已上报,未监测,合法,无调整,未上报,已通过,未发证,未上报,未通过,0.4460693597793579
项目名称394,394,284,2014-04-01,开工,填海,超面积,上报预警,已监测,合法,有调整,已上报,已通过,未发证,未上报,未通过,0.4460693597793579
项目名称395,395,284,2014-05-01,竣工,未填海,正常,已上报,未监测,合法,无调整,未上报,未通过,未发证,未上报,已通过,0.4460693597793579
项目名称915,915,660,2013-03-01,验收,填海,正常,上报预警,未监测,合法,无调整,未上报,已通过,未发证,已上报,未通过,0.4460693597793579
项目名称663,663,477,2014-06-01,开工,填海,正常,上报预警,已监测,合法,有调整,已上报,已通过,未发证,未上报,未通过,0.4460693597793579
项目名称1431,1431,1021,2016-02-01,竣工,未填海,正常,上报预警,已监测,合法,有调整,未上报,已通过,未发证,已上报,未通过,0.4460693597793579
项目名称1190,1190,850,2014-05-01,开工,填海,超面积,上报预警,已监测,合法,有调整,未上报,已通过,未发证,已上报,未通过,0.4460693597793579
项目名称680,680,487,2010-02-01,开工,未填海,正常,已上报,已监测,合法,无调整,未上报,未通过,未发证,未上报,已通过,0.4460693597793579
项目名称2216,2216,1618,2015-06-01,竣工,未填海,超面积,上报预警,未监测,合法,无调整,已上报,未通过,未发证,未上报,已通过,0.4460693597793579
项目名称1980,1980,1443,2013-05-01,开工,未填海,正常,上报预警,已监测,合法,无调整,已上报,已通过,未发证,未上报,未通过,0.4460693597793579
项目名称2494,2494,1830,2016-06-01,验收,填海,正常,已上报,已监测,合法,有调整,未上报,未通过,未发证,未上报,已通过,0.4460693597793579
项目名称1472,1472,1049,2015-05-01,竣工,未填海,超面积,上报预警,已监测,合法,无调整,已上报,已通过,未发证,未上报,未通过,0.4460693597793579
项目名称451,451,321,2014-05-01,竣工,填海,超面积,上报预警,未监测,合法,无调整,未上报,已通过,未发证,已上报,未通过,0.4460693597793579
项目名称1991,1991,1452,2013-06-01,开工,填海,正常,上报预警,未监测,合法,无调整,未上报,未通过,未发证,已上报,已通过,0.4460693597793579
项目名称206,206,141,2014-04-01,竣工,填海,正常,上报预警,已监测,违法,无调整,未上报,已通过,未发证,已上报,未通过,0.4460693597793579
项目名称1247,1247,893,2011-04-01,开工,未填海,正常,已上报,未监测,违法,无调整,未上报,已通过,未发证,未上报,未通过,0.4460693597793579
项目名称1504,1504,1075,2016-04-01,验收,填海,超面积,上报预警,未监测,合法,有调整,未上报,未通过,未发证,已上报,已通过,0.4460693597793579
项目名称2528,2528,1852,2013-06-01,竣工,填海,正常,上报预警,未监测,合法,无调整,未上报,已通过,未发证,已上报,未通过,0.4460693597793579
项目名称995,995,721,2010-04-01,竣工,填海,正常,已上报,已监测,违法,无调整,未上报,已通过,未发证,未上报,未通过,0.4460693597793579
项目名称2019,2019,1472,2013-04-01,竣工,填海,正常,上报预警,未监测,合法,无调整,未上报,未通过,未发证,已上报,已通过,0.4460693597793579
项目名称408,408,295,2015-04-01,竣工,未填海,正常,上报预警,未监测,合法,无调整,未上报,已通过,未发证,未上报,未通过,0.44606924057006836
项目名称534,534,382,2012-05-01,开工,填海,超面积,已上报,已监测,合法,无调整,已上报,未通过,已发证,已上报,未通过,0.33931443095207214
项目名称542,542,389,2016-05-01,竣工,未填海,正常,已上报,已监测,合法,有调整,已上报,未通过,已发证,已上报,未通过,0.33931443095207214
项目名称1825,1825,1325,2011-02-01,开工,填海,超面积,已上报,未监测,合法,无调整,已上报,未通过,已发证,已上报,未通过,0.33931443095207214
项目名称2339,2339,1707,2015-04-01,开工,填海,超面积,已上报,已监测,合法,无调整,已上报,未通过,已发证,已上报,未通过,0.33931443095207214
项目名称2345,2345,1711,2015-05-01,竣工,未填海,正常,已上报,未监测,合法,无调整,已上报,未通过,已发证,已上报,未通过,0.33931443095207214
项目名称58,58,45,2011-05-01,竣工,未填海,正常,已上报,未监测,违法,无调整,已上报,未通过,已发证,已上报,未通过,0.33931443095207214
项目名称2108,2108,1540,2015-06-01,竣工,未填海,正常,已上报,已监测,合法,无调整,已上报,未通过,已发证,已上报,未通过,0.33931443095207214
项目名称2117,2117,1549,2012-06-01,竣工,填海,正常,已上报,未监测,合法,无调整,已上报,未通过,已发证,已上报,未通过,0.33931443095207214
项目名称79,79,59,2015-06-01,竣工,填海,超面积,已上报,已监测,违法,无调整,已上报,未通过,已发证,已上报,未通过,0.33931443095207214
项目名称87,87,63,2015-06-01,开工,填海,正常,已上报,已监测,合法,无调整,已上报,未通过,已发证,已上报,未通过,0.33931443095207214
项目名称599,599,429,2016-06-01,开工,未填海,超面积,已上报,已监测,合法,有调整,已上报,未通过,已发证,已上报,未通过,0.33931443095207214
项目名称602,602,430,2016-04-01,开工,填海,正常,已上报,未监测,合法,无调整,已上报,未通过,已发证,已上报,未通过,0.33931443095207214
项目名称101,101,70,2012-05-01,竣工,填海,正常,已上报,已监测,合法,无调整,已上报,未通过,已发证,已上报,未通过,0.33931443095207214
项目名称125,125,86,2016-05-01,验收,填海,超面积,已上报,已监测,合法,无调整,已上报,未通过,已发证,已上报,未通过,0.33931443095207214
项目名称902,902,649,2016-05-01,竣工,未填海,超面积,已上报,已监测,合法,有调整,已上报,未通过,已发证,已上报,未通过,0.33931443095207214
项目名称2185,2185,1597,2012-05-01,验收,未填海,正常,已上报,已监测,违法,无调整,已上报,未通过,已发证,已上报,未通过,0.33931443095207214
项目名称396,396,286,2016-06-01,竣工,填海,正常,已上报,未监测,违法,无调整,已上报,未通过,已发证,已上报,未通过,0.33931443095207214
项目名称1934,1934,1416,2014-05-01,竣工,填海,正常,已上报,已监测,合法,无调整,已上报,未通过,已发证,已上报,未通过,0.33931443095207214
项目名称2466,2466,1804,2015-04-01,竣工,填海,超面积,已上报,未监测,合法,无调整,已上报,未通过,已发证,已上报,未通过,0.33931443095207214
项目名称1987,1987,1449,2010-02-01,竣工,填海,超面积,已上报,已监测,违法,无调整,已上报,未通过,已发证,已上报,未通过,0.33931443095207214
项目名称2504,2504,1837,2013-05-01,竣工,填海,正常,已上报,未监测,合法,无调整,已上报,未通过,已发证,已上报,未通过,0.33931443095207214
项目名称714,714,510,2015-06-01,开工,填海,超面积,已上报,已监测,合法,无调整,已上报,未通过,已发证,已上报,未通过,0.33931443095207214
项目名称1251,1251,897,2015-05-01,开工,未填海,正常,已上报,未监测,违法,无调整,已上报,未通过,已发证,已上报,未通过,0.33931443095207214
项目名称2533,2533,1855,2011-04-01,竣工,未填海,超面积,已上报,已监测,违法,无调整,已上报,未通过,已发证,已上报,未通过,0.33931443095207214
项目名称1773,1773,1281,2015-05-01,开工,未填海,正常,已上报,未监测,违法,无调整,已上报,未通过,已发证,已上报,未通过,0.33931443095207214
项目名称496,496,352,2016-06-01,开工,填海,正常,已上报,已监测,合法,无调整,已上报,未通过,已发证,已上报,未通过,0.33931443095207214
项目名称1015,1015,735,2011-05-01,开工,填海,超面积,已上报,未监测,违法,有调整,已上报,未通过,已发证,已上报,未通过,0.33931443095207214
项目名称1799,1799,1302,2015-05-01,竣工,填海,正常,已上报,已监测,合法,无调整,已上报,未通过,已发证,未上报,未通过,0.3393143117427826
项目名称1041,1041,750,2015-06-01,竣工,未填海,超面积,已上报,已监测,合法,无调整,已上报,未通过,已发证,未上报,未通过,0.3393143117427826
项目名称535,535,383,2013-05-01,竣工,填海,超面积,已上报,已监测,合法,无调整,未上报,未通过,已发证,已上报,未通过,0.3393143117427826
项目名称2333,2333,1701,2013-06-01,验收,填海,正常,已上报,已监测,合法,无调整,已上报,未通过,已发证,未上报,未通过,0.3393143117427826
项目名称561,561,406,2015-05-01,开工,填海,超面积,已上报,已监测,合法,无调整,已上报,未通过,已发证,未上报,未通过,0.3393143117427826
项目名称306,306,222,2015-03-01,竣工,填海,正常,已上报,已监测,合法,无调整,已上报,未通过,已发证,未上报,未通过,0.3393143117427826
项目名称1844,1844,1339,2011-05-01,开工,填海,正常,上报预警,已监测,违法,无调整,已上报,未通过,已发证,已上报,未通过,0.3393143117427826
项目名称61,61,46,2015-05-01,开工,填海,正常,已上报,未监测,合法,无调整,已上报,未通过,已发证,未上报,未通过,0.3393143117427826
项目名称1860,1860,1350,2012-06-01,竣工,未填海,正常,上报预警,未监测,合法,无调整,已上报,未通过,已发证,已上报,未通过,0.3393143117427826
项目名称1861,1861,1350,2016-06-01,开工,未填海,正常,上报预警,已监测,违法,无调整,已上报,未通过,已发证,已上报,未通过,0.3393143117427826
项目名称2137,2137,1562,2016-06-01,竣工,填海,正常,上报预警,已监测,合法,无调整,已上报,未通过,已发证,已上报,未通过,0.3393143117427826
项目名称860,860,621,2012-06-01,竣工,未填海,正常,上报预警,已监测,合法,无调整,已上报,未通过,已发证,已上报,未通过,0.3393143117427826
项目名称1121,1121,805,2015-05-01,开工,未填海,正常,上报预警,已监测,合法,无调整,已上报,未通过,已发证,已上报,未通过,0.3393143117427826
项目名称1383,1383,990,2013-06-01,竣工,填海,正常,已上报,未监测,违法,无调整,未上报,未通过,已发证,已上报,未通过,0.3393143117427826
项目名称872,872,630,2012-05-01,开工,填海,正常,已上报,已监测,合法,无调整,已上报,未通过,已发证,未上报,未通过,0.3393143117427826
项目名称108,108,74,2015-06-01,竣工,未填海,超面积,已上报,未监测,合法,有调整,已上报,未通过,已发证,未上报,未通过,0.3393143117427826
项目名称883,883,637,2013-03-01,开工,未填海,正常,上报预警,已监测,合法,有调整,已上报,未通过,已发证,已上报,未通过,0.3393143117427826
项目名称1663,1663,1189,2016-05-01,竣工,填海,正常,上报预警,已监测,合法,无调整,已上报,未通过,已发证,已上报,未通过,0.3393143117427826
项目名称896,896,646,2014-03-01,开工,填海,正常,上报预警,已监测,合法,无调整,已上报,未通过,已发证,已上报,未通过,0.3393143117427826
项目名称1424,1424,1016,2015-06-01,开工,填海,正常,上报预警,已监测,违法,无调整,已上报,未通过,已发证,已上报,未通过,0.3393143117427826
项目名称147,147,103,2013-06-01,竣工,填海,正常,上报预警,已监测,合法,有调整,已上报,未通过,已发证,已上报,未通过,0.3393143117427826
项目名称150,150,104,2016-05-01,竣工,未填海,超面积,已上报,已监测,合法,有调整,已上报,未通过,已发证,未上报,未通过,0.3393143117427826
项目名称953,953,691,2014-06-01,竣工,填海,超面积,已上报,未监测,合法,无调整,已上报,未通过,已发证,未上报,未通过,0.3393143117427826
项目名称723,723,517,2013-04-01,开工,填海,正常,上报预警,未监测,违法,无调整,已上报,未通过,已发证,已上报,未通过,0.3393143117427826
项目名称2526,2526,1851,2014-05-01,开工,填海,超面积,上报预警,未监测,合法,有调整,已上报,未通过,已发证,已上报,未通过,0.3393143117427826
项目名称2015,2015,1469,2012-05-01,开工,未填海,超面积,上报预警,未监测,合法,无调整,已上报,未通过,已发证,已上报,未通过,0.3393143117427826
项目名称2026,2026,1477,2016-05-01,开工,填海,正常,上报预警,已监测,违法,有调整,已上报,未通过,已发证,已上报,未通过,0.3393143117427826
项目名称753,753,536,2013-06-01,验收,填海,正常,上报预警,已监测,违法,无调整,已上报,未通过,已发证,已上报,未通过,0.3393143117427826
项目名称327,327,236,2010-04-01,竣工,填海,正常,上报预警,未监测,合法,无调整,已上报,未通过,已发证,未上报,未通过,0.33931419253349304
项目名称1358,1358,972,2013-06-01,竣工,填海,正常,上报预警,未监测,合法,有调整,未上报,未通过,已发证,已上报,未通过,0.33931419253349304
项目名称95,95,67,2011-06-01,开工,填海,超面积,上报预警,已监测,合法,有调整,未上报,未通过,已发证,已上报,未通过,0.33931419253349304
